"Molecule
","Market
","Manufacturer
","Product
","Molecule Combination Type
","Launch Year
","Corporation
","MIDAS Corporation
","Strength
","ATC1
","ATC2
","ATC4
","ATC3
","Pack
","Launch Date
","Retail Price
","NFC1
","NFC3
","NFC2
","2025
LC Value","2025
Units","2024
LC Value","2024
Units","2023
LC Value","2023
Units","2022
LC Value","2022
Units","2021
LC Value","2021
Units","2020
LC Value","2020
Units"
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
HON & LE LOZ 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","78,864","3,286","184,800","7,700","261,120","10,880",,,,,,
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
LMN LZNG 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","30,168","1,257","115,344","4,806","251,808","10,492",,,,,,
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
MNTHL LZNG 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","49,824","2,076","94,824","3,951","246,288","10,262",,,,,,
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
ORANGE LOZ 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","26,112","1,088","131,376","5,474","142,680","5,945",,,,,,
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
ORG LZG SGFR 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","26,736","1,114","186,528","7,772","247,320","10,305",,,,,,
"
2;4-DICHLOROBENZYL ALCOHOL
","
PRIVATE MARKET
","
SPASO
","
JOYSILS
","
COMBI
","
2024
","
SPASO*
","
SPASO
","
0000
","
R0 RESPIRATORY SYSTEM
","
R02 PHARYNGEAL PREPARATIONS
","
R02A0 PHARYNGEAL PREPARATIONS
","
R02A PHARYNGEAL PREPARATIONS
","
STBRR LZNG 24
","
202409
","
24.00
","
K ORAL TOPICAL
","
KDE ORAL TOP LOZENGES
","
KD ORAL TOP SOLID SPEC FORMS
","21,720",905,"100,608","4,192","120,024","5,001",,,,,,
"
2-HYDROXY-4-METHYLTHIOBUTYRIC ACID
","
LPO
","
FRESENIUS KABI
","
KETOSTERIL
","
COMBI
","
2001
","
FRESENIUS KABI*
","
FRESENIUS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A16 OTHER METABOLIC PRODUCTS
","
A16A0 OTHER METABOLIC PRODUCTS
","
A16A OTHER METABOLIC PRODUCTS
","
FILM C.TABS 100
","
200109
","
161.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","6,440",40,"21,252",132,"23,184",144,"32,200",200,"43,792",272,"11,592",72
"
2-HYDROXY-4-METHYLTHIOBUTYRIC ACID
","
PRIVATE MARKET
","
FRESENIUS KABI
","
KETOSTERIL
","
COMBI
","
2001
","
FRESENIUS KABI*
","
FRESENIUS
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A16 OTHER METABOLIC PRODUCTS
","
A16A0 OTHER METABOLIC PRODUCTS
","
A16A OTHER METABOLIC PRODUCTS
","
FILM C.TABS 100
","
200109
","
161.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","323,610","2,010","625,485","3,885","395,899","2,459","363,699","2,259","261,947","1,627","132,342",822
"
2-PHENOXYETHANOL
","
LPO
","
SCHULKE & MAYR
","
OCTENISEPT
","
COMBI
","
2012
","
SCHULKE & MAYR*
","
SCHUELKE
","
0000
","
G0 G.U.SYSTEM & SEX HORMONES
","
G01 GYNAE ANTI-INFECTIVES
","
G01D0 GYNAECOLOGIC ANTISEPTICS
","
G01D GYNAECOLOGIC ANTISEPTICS
","
VAG.SOLUT. 1 50 ML
","
201202
","
74.50
","
T VAGINAL
","
TGA VAGINAL LIQUIDS
","
TG VAGINAL LIQUIDS
",,,,,"26,820",360,,,,,,
"
2-PHENOXYETHANOL
","
LPO
","
SCHULKE & MAYR
","
OCTENISEPT
","
COMBI
","
2016
","
SCHULKE & MAYR*
","
SCHUELKE
","
0000
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
GEL WOUND 1 20 ML
","
201611
","
30.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MVA TOP EXT GELS/SOLS
","
MV TOP EXT GELS/SOLS
",90,3,,,,,,,,,,
"
2-PHENOXYETHANOL
","
PRIVATE MARKET
","
SCHULKE & MAYR
","
OCTENISEPT
","
COMBI
","
2012
","
SCHULKE & MAYR*
","
SCHUELKE
","
0000
","
G0 G.U.SYSTEM & SEX HORMONES
","
G01 GYNAE ANTI-INFECTIVES
","
G01D0 GYNAECOLOGIC ANTISEPTICS
","
G01D GYNAECOLOGIC ANTISEPTICS
","
VAG.SOLUT. 1 50 ML
","
201202
","
74.50
","
T VAGINAL
","
TGA VAGINAL LIQUIDS
","
TG VAGINAL LIQUIDS
",,,,,"90,223","1,211","314,766","4,225","394,405","5,294","198,394","2,663"
"
2-PHENOXYETHANOL
","
PRIVATE MARKET
","
SCHULKE & MAYR
","
OCTENISEPT
","
COMBI
","
2016
","
SCHULKE & MAYR*
","
SCHUELKE
","
0000
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
GEL WOUND 1 20 ML
","
201611
","
30.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MVA TOP EXT GELS/SOLS
","
MV TOP EXT GELS/SOLS
","11,730",391,180,6,,,,,,,,
"
2-PHENOXYETHANOL
","
PRIVATE MARKET
","
SCHULKE & MAYR
","
TERRALIN
","
COMBI
","
2020
","
SCHULKE & MAYR*
","
SCHUELKE
","
0000
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
PRT DST SLT 1 5 ML
","
202003
","
228.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MZY TOP EXT OTHER MEDICAL AIDS
","
MZ TOP EXT MEDICAL AIDS
",,,,,228,1,"5,244",23,"2,736",12,228,1
"
2-PROPANOL
","
PRIVATE MARKET
","
ARTSANA
","
COMFORT ICE
","
COMBI
","
2009
","
ARTSANA
","
ARTSANA
","
0000
","
M0 MUSCULO-SKELETAL SYSTEM
","
M02 ANTIRHEUMATICS TOPICAL
","
M02A0 TOP A-RHEUMATICS & ANALG
","
M02A TOP A-RHEUMATICS & ANALG
","
SPRAY 1 150 ML
","
200901
","
18.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MHA TOP EXT PRESSURISED AEROSOLS
","
MH TOP EXT PRESS AEROSOLS
","24,570","1,365","89,802","4,989","110,844","6,158","47,736","2,652","50,094","2,783","30,348","1,686"
"
2-PROPANOL
","
PRIVATE MARKET
","
ARTSANA
","
COMFORT ICE
","
COMBI
","
2009
","
ARTSANA
","
ARTSANA
","
0000
","
M0 MUSCULO-SKELETAL SYSTEM
","
M02 ANTIRHEUMATICS TOPICAL
","
M02A0 TOP A-RHEUMATICS & ANALG
","
M02A TOP A-RHEUMATICS & ANALG
","
SPRAY 1 400 ML
","
200906
","
24.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MHA TOP EXT PRESSURISED AEROSOLS
","
MH TOP EXT PRESS AEROSOLS
","39,336","1,639","97,344","4,056","103,704","4,321","48,504","2,021","34,200","1,425","26,184","1,091"
"
2-PROPANOL
","
PRIVATE MARKET
","
BAYER CONSUMER
","
BEPANTHEN
","
COMBI
","
2023
","
BAYER HEALTHCARE
","
BAYER
","
0000
","
D0 DERMATOLOGICALS
","
D02 EMOLLIENTS & PROTECTIVES
","
D02A0 EMOLLIENTS & PROTECTIVES
","
D02A EMOLLIENTS & PROTECTIVES
","
RGN NG FC C 1 50 ML
","
202301
","
105.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MTA TOP EXT CREAMS N O S
","
MT TOP EXT CREAMS
","315,315","3,003","815,955","7,771","1,196,370","11,394",,,,,,
"
2-PROPANOL
","
PRIVATE MARKET
","
FARMAC-ZABBAN
","
FRIGOFAST
","
COMBI
","
2021
","
FARMAC-ZABBAN
","
FARMAC-ZABBAN
","
0000
","
N0 NERVOUS SYSTEM
","
N01 ANAESTHETICS
","
N01B9 ANAESTH LOCAL OTHERS
","
N01B ANAESTHETICS. LOCAL
","
SPRAY 1 200 ML
","
202102
","
40.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MHA TOP EXT PRESSURISED AEROSOLS
","
MH TOP EXT PRESS AEROSOLS
",,,,,,,"237,600","5,940","61,480","1,537",,
"
2-PROPANOL
","
PRIVATE MARKET
","
FARMAC-ZABBAN
","
FRIGOFAST
","
COMBI
","
2021
","
FARMAC-ZABBAN
","
FARMAC-ZABBAN
","
0000
","
N0 NERVOUS SYSTEM
","
N01 ANAESTHETICS
","
N01B9 ANAESTH LOCAL OTHERS
","
N01B ANAESTHETICS. LOCAL
","
SPRAY 1 400 ML
","
202102
","
55.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MHA TOP EXT PRESSURISED AEROSOLS
","
MH TOP EXT PRESS AEROSOLS
",,,,,,,"150,535","2,737","64,020","1,164",,
"
2-PROPANOL
","
PRIVATE MARKET
","
GREEN CROSS
","
GREEN CROSS
","
MONO
","
2011
","
GREEN CROSS
","
GREEN CROSS INC
","
0070%
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
RUBBING ALCH 70 % 1 500 ML
","
201111
","
10.50
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGA TOP EXT LIQUIDS
","
MG TOP EXT LIQUIDS
",,,,,,,,,,,"5,187",494
"
2-PROPANOL
","
PRIVATE MARKET
","
GREEN CROSS
","
GREEN CROSS
","
MONO
","
2015
","
GREEN CROSS
","
GREEN CROSS INC
","
0040%
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
RUBBING ALCH 40 % 1 500 ML
","
201509
","
10.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGA TOP EXT LIQUIDS
","
MG TOP EXT LIQUIDS
",,,,,,,,,,,"1,610",161
"
2-PROPANOL
","
PRIVATE MARKET
","
GREEN CROSS
","
ISOPROPYL ALCOHOL
","
MONO
","
2014
","
GREEN CROSS
","
GREEN CROSS INC
","
0040%
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
SOLUT. 40 % 1 500 ML
","
201407
","
6.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGA TOP EXT LIQUIDS
","
MG TOP EXT LIQUIDS
",282,47,"8,064","1,344","2,664",444,,,828,138,,
"
2-PROPANOL
","
PRIVATE MARKET
","
MEDPHARMA
","
RUBBING ALCOHOL MR
","
MONO
","
2008
","
MEDPHARMA
","
MEDPHARMA
","
0070%
","
D0 DERMATOLOGICALS
","
D08 ANTISEPTICS+DISINFECTANTS
","
D08A0 ANTISEPTICS+DISINFECTANTS
","
D08A ANTISEPTICS+DISINFECTANTS
","
STER.SPIRIT 70 % 1 200 ML
","
200807
","
10.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGA TOP EXT LIQUIDS
","
MG TOP EXT LIQUIDS
",,,,,280,28,"2,030",203,,,,
"
2-PROPANOL
","
PRIVATE MARKET
","
REXSOL
","
REXSOL
","
COMBI
","
2012
","
REXSOL*
","
REXSOL
","
0000
","
D0 DERMATOLOGICALS
","
D11 OTHER DERMATOLOGICAL PREP
","
D11A0 OTHER DERMATOLOGICAL PREP
","
D11A OTHER DERMATOLOGICAL PREP
","
BMP X SL 1 150 ML
","
201208
","
95.00
","
M TOPIC DERMATOL HAEMOR EXTERN
","
MGA TOP EXT LIQUIDS
","
MG TOP EXT LIQUIDS
","7,505",79,"64,220",676,"61,465",647,"51,775",545,"63,745",671,"29,830",314
"
4-AMINOBUTYRIC ACID
","
LPO
","
NOW INTERNATIONAL
","
GABA
","
MONO
","
2013
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0750MG
","
N0 NERVOUS SYSTEM
","
N06 PSYCHOANALEPTICS
","
N06E0 NEUROTONICS & MISCEL PROD
","
N06E NEUROTONICS & MISCEL PROD
","
CAPS 750 MG 100
","
201301
","
149.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",745,5,,,,,,,,,,
"
4-AMINOBUTYRIC ACID
","
PRIVATE MARKET
","
ENZYMEDICA
","
TWO DAILY
","
COMBI
","
2016
","
ENZYMEDICA
","
ENZYMEDICA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 60
","
201611
","
189.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",,,,,"62,748",332,"91,854",486,"179,361",949,"103,005",545
"
4-AMINOBUTYRIC ACID
","
PRIVATE MARKET
","
ENZYMEDICA
","
WOMENS
","
COMBI
","
2016
","
ENZYMEDICA
","
ENZYMEDICA
","
0000
","
A0 ALIMENTARY T.& METABOLISM
","
A11 VITAMINS
","
A11A4 MVIT + MIN OTHERS
","
A11A MULTIVITAMINS + MINERALS
","
CAPS 60
","
201611
","
189.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
",,,"5,670",30,"32,319",171,"47,439",251,"142,128",752,"47,250",250
"
4-AMINOBUTYRIC ACID
","
PRIVATE MARKET
","
NOW INTERNATIONAL
","
GABA
","
MONO
","
2013
","
NOW INTERNATIONAL*
","
NOW FOODS
","
0750MG
","
N0 NERVOUS SYSTEM
","
N06 PSYCHOANALEPTICS
","
N06E0 NEUROTONICS & MISCEL PROD
","
N06E NEUROTONICS & MISCEL PROD
","
CAPS 750 MG 100
","
201301
","
149.00
","
A ORAL SOLID ORDINARY
","
ACA ORAL S ORD CAPSULES
","
AC ORAL S ORD CAPSULES
","215,156","1,444","311,410","2,140","321,984","2,236","325,872","2,263","216,432","1,503","128,016",889
"
ABACAVIR
","
LPO
","
GLAXOSMITHKLINE RX
","
KIVEXA
","
COMBI
","
2019
","
GLAXOSMITHKLINE
","
GSK
","
0300MG
","
J0 SYSTEMIC ANTI-INFECTIVES
","
J05 ANTIVIRALS SYSTEMIC USE
","
J05C1 NUCLEOS/T REV.TR.INH.
","
J05C HIV ANTIVIRALS
","
F.C.T 600MG/ 300 MG 30
","
201909
","
2851.45
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,"131,166",46,"71,287",25,"45,624",16
"
ABACAVIR
","
LPO
","
GLAXOSMITHKLINE RX
","
ZIAGEN
","
MONO
","
2004
","
GLAXOSMITHKLINE
","
GSK
","
0300MG
","
J0 SYSTEMIC ANTI-INFECTIVES
","
J05 ANTIVIRALS SYSTEMIC USE
","
J05C1 NUCLEOS/T REV.TR.INH.
","
J05C HIV ANTIVIRALS
","
FILM C.TABS 300 MG 60
","
200402
","
1320.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","2,640",2,"31,680",24,"68,640",52,"56,760",43,"116,160",88,"60,720",46
"
ABACAVIR
","
LPO
","
VIIV HEALTHCARE
","
TRIUMEQ
","
COMBI
","
2018
","
VIIV HEALTHCARE
","
GSK
","
0300MG
","
J0 SYSTEMIC ANTI-INFECTIVES
","
J05 ANTIVIRALS SYSTEMIC USE
","
J05C8 HIV A-VIRAL MULTICL COMB
","
J05C HIV ANTIVIRALS
","
FCT 50/600 300 MG 30
","
201801
","
5724.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","45,792",8,"1,648,512",288,"2,175,120",380,"1,774,440",310,"2,965,032",518,"1,408,104",246
"
ABACAVIR
","
PRIVATE MARKET
","
VIIV HEALTHCARE
","
TRIUMEQ
","
COMBI
","
2018
","
VIIV HEALTHCARE
","
GSK
","
0300MG
","
J0 SYSTEMIC ANTI-INFECTIVES
","
J05 ANTIVIRALS SYSTEMIC USE
","
J05C8 HIV A-VIRAL MULTICL COMB
","
J05C HIV ANTIVIRALS
","
FCT 50/600 300 MG 30
","
201801
","
5724.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","22,896",4,"17,172",3,"62,964",11,"45,792",8,"57,240",10,"51,516",9
"
ABATACEPT
","
LPO
","
BRISTOL MYERS SQUI
","
ORENCIA
","
MONO
","
2009
","
BRISTOL MYERS SQU*
","
BRISTOL-MYERS SQB.
","
0250MG
","
M0 MUSCULO-SKELETAL SYSTEM
","
M01 ANTIRHEUMATIC SYSTEM
","
M01C0 SPEC ANTIRHEUMATIC AGENT
","
M01C SPEC ANTIRHEUMATIC AGENT
","
V.INF & SYRI 250 MG 1
","
200904
","
2054.50
","
F PARENTERAL ORDINARY
","
FQD PARENT ORD INF DRY VIAL/BOTTLE
","
FQ PARENT ORD INFUSIONS
","3,225,565","1,570","3,689,882","1,796","3,092,023","1,505","2,629,761","1,280","2,925,608","1,424","1,203,937",586
"
ABATACEPT
","
LPO
","
BRISTOL MYERS SQUI
","
ORENCIA
","
MONO
","
2014
","
BRISTOL MYERS SQU*
","
BRISTOL-MYERS SQB.
","
0125MG
","
M0 MUSCULO-SKELETAL SYSTEM
","
M01 ANTIRHEUMATIC SYSTEM
","
M01C0 SPEC ANTIRHEUMATIC AGENT
","
M01C SPEC ANTIRHEUMATIC AGENT
","
PREF.SYR S.C 125 MG 4 1 ML
","
201409
","
7947.00
","
F PARENTERAL ORDINARY
","
FNE PARENT ORD SC P/FILLED SYRINGE
","
FN P ORD PRE-FILLED SYRINGS
","1,327,149",167,"2,090,061",263,"2,002,644",252,"2,217,213",279,"2,272,842",286,"2,264,895",285
"
ABATACEPT
","
PRIVATE MARKET
","
BRISTOL MYERS SQUI
","
ORENCIA
","
MONO
","
2009
","
BRISTOL MYERS SQU*
","
BRISTOL-MYERS SQB.
","
0250MG
","
M0 MUSCULO-SKELETAL SYSTEM
","
M01 ANTIRHEUMATIC SYSTEM
","
M01C0 SPEC ANTIRHEUMATIC AGENT
","
M01C SPEC ANTIRHEUMATIC AGENT
","
V.INF & SYRI 250 MG 1
","
200904
","
2054.50
","
F PARENTERAL ORDINARY
","
FQD PARENT ORD INF DRY VIAL/BOTTLE
","
FQ PARENT ORD INFUSIONS
","1,982,595",965,"4,567,156","2,223","4,312,398","2,099","4,441,832","2,162","3,646,742","1,775","1,754,545",854
"
ABATACEPT
","
PRIVATE MARKET
","
BRISTOL MYERS SQUI
","
ORENCIA
","
MONO
","
2014
","
BRISTOL MYERS SQU*
","
BRISTOL-MYERS SQB.
","
0125MG
","
M0 MUSCULO-SKELETAL SYSTEM
","
M01 ANTIRHEUMATIC SYSTEM
","
M01C0 SPEC ANTIRHEUMATIC AGENT
","
M01C SPEC ANTIRHEUMATIC AGENT
","
PREF.SYR S.C 125 MG 4 1 ML
","
201409
","
7947.00
","
F PARENTERAL ORDINARY
","
FNE PARENT ORD SC P/FILLED SYRINGE
","
FN P ORD PRE-FILLED SYRINGS
","1,295,361",163,"1,597,347",201,"1,184,103",149,"985,428",124,"818,541",103,"309,933",39
"
ABEMACICLIB
","
LPO
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0050MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 50 MG 14
","
201909
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","1,741,350",247,"1,304,250",185,"155,100",22,"274,950",39,"28,200",4,,
"
ABEMACICLIB
","
LPO
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0100MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 100 MG 14
","
201904
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","3,757,650",533,"6,824,400",968,"4,963,200",704,"1,593,300",226,"634,500",90,,
"
ABEMACICLIB
","
LPO
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0150MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 150 MG 14
","
201904
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","5,506,050",781,"20,924,400","2,968","16,222,050","2,301","6,972,450",989,"5,231,100",742,"1,431,150",203
"
ABEMACICLIB
","
LPO
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0200MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 200 MG 14
","
201905
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,,,"246,750",35,"183,300",26
"
ABEMACICLIB
","
PRIVATE MARKET
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0050MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 50 MG 14
","
201909
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","1,945,800",276,"3,235,950",459,"2,643,750",375,"521,700",74,"324,300",46,"225,600",32
"
ABEMACICLIB
","
PRIVATE MARKET
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0100MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 100 MG 14
","
201904
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","19,436,850","2,757","26,895,750","3,815","14,501,850","2,057","8,904,150","1,263","5,788,050",821,"2,157,300",306
"
ABEMACICLIB
","
PRIVATE MARKET
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0150MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 150 MG 14
","
201904
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","15,432,450","2,189","26,853,450","3,809","20,578,950","2,919","9,334,200","1,324","3,962,100",562,"2,079,750",295
"
ABEMACICLIB
","
PRIVATE MARKET
","
ELI LILLY
","
VERZENIO
","
MONO
","
2019
","
ELI LILLY
","
LILLY
","
0200MG
","
L0 ANTINEOPLAST+IMMUNOMODUL
","
L01 ANTINEOPLASTICS
","
L01H5 PKI A-NEOPLASTIC CDK 4/6
","
L01H PROTEIN KINASE INH A-NEO
","
FILM C.TABS 200 MG 14
","
201905
","
7050.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,,,"148,050",21,"112,800",16
"
ABIES SPECTABILIS
","
PRIVATE MARKET
","
CAPRO LABS
","
BRONCOF
","
COMBI
","
2023
","
CAPRO LABS
","
CAPRO LABS
","
0000
","
R0 RESPIRATORY SYSTEM
","
R05 COUGH & COLD PREPARATIONS
","
R05F0 OTHER COUGH & COLD PREPS
","
R05F OTHER COUGH & COLD PREPS
","
COUGH SYRUP 1 150 ML
","
202306
","
29.00
","
D ORAL LIQUID ORDINARY
","
DGM ORAL L ORD SYRUPS
","
DG ORAL L ORD LIQUIDS
","239,105","8,245","1,169,454","40,326","1,249,987","43,103","1,326,750","45,750",,,,
